id,n_of_stars,date,text
b38,5.0,"aug 30th, 2020",VH came through as usual with quick 4day shipping
b38,5.0,"aug 27th, 2020",Great customer service
b38,5.0,"aug 27th, 2020","Finalizing early cause I trust him :)
+rep everyone should buy because is a damn deal!"
b38,5.0,"aug 25th, 2020",Can't even pick one thing that was particularly good. How about everything?
b38,5.0,"aug 15th, 2020",dope
b38,5.0,"aug 14th, 2020",Very excited to try the muha minis!
b38,5.0,"aug 14th, 2020",So excited to try the muha minis! The carts are fire
b38,5.0,"aug 13th, 2020",3DD. Batteries are legit.
b38,5.0,"aug 12th, 2020",still waiting on it to ship but ive heard good stuff so +1
b38,5.0,"aug 12th, 2020",Thank you
b38,5.0,"aug 7th, 2020",great
b38,5.0,"aug 5th, 2020",slaps
b38,5.0,"aug 3rd, 2020",sleek.
b38,5.0,"jul 29th, 2020",Excellent vendor.  Great communication and super fast shipping.  The Muha mini carts taste great and hit super hard.  Thanks
b38,5.0,"jul 29th, 2020",these are legit worth every penny
b38,5.0,"jul 28th, 2020",Never disappoints. 5/5
b38,5.0,"jul 26th, 2020",Works good and got here fast
b38,5.0,"jul 25th, 2020",Thanks VH
b38,5.0,"jul 25th, 2020","VH is an OG, stealth on point. Will be back for more."
b38,5.0,"jul 22nd, 2020",Got exactly what I ordered. Thanks!
b38,5.0,"jul 15th, 2020",Super fast shipping!
b38,5.0,"jul 11th, 2020",nice batteries coupled with the muha minis!
b38,5.0,"jul 10th, 2020","great quality product, huge fan of the sleekness and rips nice and smooth. blazing fast shipping"
b38,5.0,"jul 8th, 2020",fiya
b38,5.0,"jul 8th, 2020","Arrived in 4 days, click to door. Works perfect, was factory sealed and shrink wrapped. Thanks for the free pack of gummies too, can't wait to give them a try. BTC is volite, Finalize early for ValleyHeat they deserve their money right when you order."
b38,5.0,"jul 4th, 2020","Quick ship, this vendor is PHENOMENAL 15/10!!!"
b38,5.0,"jul 4th, 2020","Quick ship and got the requested strains, this vendor is PHENOMENAL 15/10!!!"
b38,5.0,"jul 4th, 2020",I love it!
b38,5.0,"jun 27th, 2020",Always fe early
b38,5.0,"jun 22nd, 2020",Came quick 3 days tor 2 door
b38,5.0,"jun 14th, 2020","Just waiting on the pods now, very excited to try them out"
b38,5.0,"jun 9th, 2020",Perfect 10/10
b38,5.0,"jun 2nd, 2020",Super fast and dank
b38,4.0,"may 23rd, 2020",good smoke. pods last about two days hitting it like 5 times about as often as someone would take a smoke break. only tried two flavors which are a 7/10 but worth the money. 4/5 star rating but would still highly recommend. great preoduct
b38,5.0,"may 23rd, 2020",Quality battery for muhas. Very sleek.
b38,5.0,"may 23rd, 2020","The product is a standard Plug n Play , 5/5"
b38,5.0,"may 18th, 2020",Plug and play battery comes charged an ready to go.A++++ Thanks VH!!
b38,5.0,"may 8th, 2020","Fast shipping, great all around."
b38,5.0,"may 5th, 2020",Nice thanks again
b38,5.0,"apr 25th, 2020",AAA++++++
b38,5.0,"apr 24th, 2020",It's what it's suppose to be. Valley does his job
b38,5.0,"apr 21st, 2020","Such a consistently amazing vendor! Order anything, you'll be happy - Still charging the battery, can't wait to try it out"
b38,5.0,"apr 9th, 2020","Easy to use, affordable, and gets you high. Everything you would want from a battery."
b38,5.0,"mar 28th, 2020",love this battery
b38,5.0,"mar 28th, 2020",Great value for the price and always satisfied!
b38,5.0,"mar 24th, 2020",Works perfectly with the pods
b38,5.0,"mar 23rd, 2020","Ordered on a Friday, arrived on a Monday. Can't beat that shit, VH is the bomb."
b38,5.0,"mar 22nd, 2020",Love the battery its so fucking fire
1tg,5.0,"aug 30th, 2020",It's a battery. Does what a battery is supposed to do lol.
1tg,5.0,"aug 19th, 2020",good bat!
1tg,5.0,"aug 16th, 2020",the best
1tg,5.0,"aug 14th, 2020","got an ooze battery, i'm happy with it"
1tg,5.0,"aug 11th, 2020",always coming in clutch !
1tg,5.0,"aug 9th, 2020",Nice battery! The first one I received didn't work so vendor send another one immediately. Second one works like a charm! 5 Star Vendor here!
1tg,5.0,"aug 8th, 2020",Good pens sorry about late FE internet was out
1tg,4.0,"aug 3rd, 2020","Product came as explained in the details, a 320MAH battery was given instead of a 1300MAH due to stocking, but hoping to get the stronger one when available and will update the review."
1tg,5.0,"jul 30th, 2020",Came in 2 days. Great quality.
1tg,5.0,"jul 30th, 2020",Came in 2 days. Great quality.
1tg,5.0,"jul 30th, 2020","got a very nice battery, i believe 320mAH but also has adjustable voltage, from 3.3v to 4.8v, very nice, charges well and lasts pretty long. love it!"
1tg,5.0,"jul 29th, 2020",Great products every time. Shipping and stealth great as usual. The battery itself was better than expected 10000% recommend
1tg,5.0,"jul 16th, 2020",Update: I received the pen he reshipped which included a really nice cart! I'm thrilled to try it and can't thank the vendor enough for making it up to me like he has. 10/10 vendor -
1tg,5.0,"jul 11th, 2020",Works Great! Goes Good With Those Sativa Carts!!
1tg,5.0,"jul 11th, 2020",Had to get in contact for customer service and doc made it right. Excellent customer service and professionalism.
1tg,5.0,"jul 9th, 2020",Smooth deal as always boss
1tg,5.0,"jul 9th, 2020",Thank you sooo much!! Love this battery
1tg,5.0,"jul 7th, 2020","crazy fast shipping, good stelth packaging, great quality pen for the price. def recommend this vendor."
1tg,5.0,"jul 7th, 2020","Always a fantastic seller; quick, discrete, A+ quality, and always willing to go the extra mile."
1tg,5.0,"jul 7th, 2020","Not sure if I missed the note or if he changed it after I ordered, but this battery sucks. It doesn't charge (keeps blinking red) and when it does charge and I leave it on charge for 30 mins or so and it's full it holds the charge for like 10 hits. Junk."
1tg,5.0,"jul 4th, 2020","not an evod, good battery quick shipping tho."
1tg,4.0,"jul 2nd, 2020",Shipping took about a week which sucks but probably isn't vendor's fault. On the bright side I'm too high right now to really care :D great product do reccommend
1tg,5.0,"jul 1st, 2020",Awesome!  Thanks Doc!
1tg,5.0,"jun 29th, 2020","Arrived very quickly, messaged to confirm that a product substitution would be okay. Overall great experience!"
1tg,5.0,"jun 26th, 2020",Great vendor! Fast shipping and great products. A+++++++++++++++++++++++++++++++
1tg,5.0,"jun 18th, 2020",Perfect thank you
1tg,5.0,"jun 17th, 2020",Does the job.
1tg,5.0,"jun 16th, 2020","Bought my 2nd battery from this vendor, didn't disappoint. These chargers are a bit flimsy but as long you're careful you'll be okay. What I like to do is if there is any oil residue before I charge it I wipe the residue off with a wet wipe and blow on the area till it dries. Made the charger last a lot longer. The battery is solid, good voltage control, does the job."
1tg,5.0,"jun 11th, 2020",Bought this with the 1g indica cart and quality was great! Stealth/packaging were also pretty on point w a good shipping time
1tg,5.0,"jun 10th, 2020","This looks like a quality battery. Haven't used it just yet. Will update when I do finally use it. The customer service was great. They responded to my message in less than 10 minutes (had a question about my order.) The stealth of the package is solid as well. Have yet to use the battery as I stated prior so I can't describe my experience, but I will eventually. See ya soon!"
1tg,5.0,"jun 4th, 2020",Perfect!
1tg,5.0,"jun 2nd, 2020","Great vendor, order with confidence!"
1tg,5.0,"jun 2nd, 2020",Great as always. Very professional.
1tg,5.0,"may 30th, 2020",The Dr. always comes through with the flame!
1tg,5.0,"may 28th, 2020",nice and fast
1tg,5.0,"may 26th, 2020",Good customer service and fast shipping
1tg,5.0,"may 24th, 2020","Good pen for the value. Variable temp function works, fast shipping"
1tg,5.0,"may 22nd, 2020",This is an incredible pen - perfect for the cart I bought alongside it.
1tg,5.0,"may 15th, 2020",Could have bought a pen online but decided to give my money to the Dr. Good choice because he threw in a better pen than I ordered. Thanks Doc!
1tg,5.0,"may 14th, 2020",2 day T2D fucking fire
1tg,5.0,"may 12th, 2020",no complaints
1tg,5.0,"may 11th, 2020","Not 1300mAh and not evod, but it's a battery and gets the job done. Came here remarkably fast"
1tg,5.0,"may 8th, 2020",hittin good with docs carts
1tg,5.0,"may 8th, 2020",Came on time
1tg,5.0,"may 6th, 2020","Fuck ya. Dude - not to ride his dick or anything, but the good ole Doc separated himself from the rest of the market in two ways for this order:
1. He helped me land a new smaller local client, and we all know how profitable that is over time.
2. The customer is happy, and that helps me build my sales in the future through referrals. The shipping speed allowed the client to get the battery he was unable to get in the epidemic, thus leading to me looking like the man."
1tg,5.0,"may 6th, 2020",Solid pens. They smack hard and they preheat so that's nice. Will order again.
1tg,5.0,"may 2nd, 2020",Great stealth and fast shipping
1tg,5.0,"may 1st, 2020",Good product and fast. Thanks!
1tg,5.0,"may 1st, 2020",Thank you for getting it here quickly.
1tg,5.0,"apr 30th, 2020","Didn't get the pen pictured, nor is it 1300mah. Nevertheless, here's my review.
Stealth:8/10, not blown away but for a battery stealth isn't really necessary
Shipping: 10/10, 4 days shipped to door
Price 6/10, a little expensive especially with shipping but thats just what happens when you're buying legal products illegally
Quality: 9/10, its a nice example of a 510 pen, not a cheap chinese one that will break in weeks
Would recommend this vendor, it was a great experience!"
1tg,5.0,"apr 29th, 2020","Got my new battery super fast, thanks for everything Doc! It works perfectly with the carts you have!"
1tg,5.0,"apr 23rd, 2020","Came exactly as described, thanks!"
1tg,5.0,"apr 20th, 2020","Dank, and here just in time for 4/20. 10/10!"
1tg,5.0,"apr 17th, 2020",Thank you!
1tg,5.0,"apr 17th, 2020","Four days T2D, went smooth, battery works"
1tg,5.0,"mar 27th, 2020",Quality was great. Shipping took a minute but communication was great. WIll be doing business again
1tg,5.0,"mar 20th, 2020","There was a small hitch with the shipping, but drgreenthumb4201 was so attentive that it was a non-issue! Thanks!"
1cs,5.0,"aug 22nd, 2020","quality product, fast shipping, decent stealth, will order again!"
1cs,5.0,"aug 17th, 2020","Good shit, will definitely be back for more."
1cs,5.0,"aug 16th, 2020",Great product as usual!
1cs,5.0,"aug 14th, 2020",Great product and fast shipping again!!
1cs,5.0,"aug 13th, 2020",Doc never disappoints
1cs,5.0,"aug 12th, 2020",shipping a little slower than usual but i think that's because of the president messing with postal service. great product tho
1cs,5.0,"aug 9th, 2020",items exactly as described. Will be back
1cs,5.0,"aug 9th, 2020","Always on time, always happy."
1cs,5.0,"aug 8th, 2020",Carts are always hard hitting fire!
1cs,5.0,"jul 30th, 2020","Hits hard, nice head high to make you happy"
1cs,5.0,"jul 30th, 2020","Oh wow, I forgot how Drgreenthumb420 is the real OG, I haven't tried their carts since 2017 and I'm amazed on how good they've gotten. I was buying off of CalSource and FG, but now I think I found my carts vendor."
1cs,5.0,"jul 27th, 2020",Smooth as always.
1cs,5.0,"jul 18th, 2020",The gods strain is magically delicious.
1cs,5.0,"jul 18th, 2020",Great seller
1cs,5.0,"jul 16th, 2020","Looking FWD to later tonight
Thank you"
1cs,4.0,"jul 15th, 2020","Decent for the price, happy with the shipping speed and stealth was good."
1cs,5.0,"jul 15th, 2020",Solid experience all around. Shipping speed was on point and the carts are fantastic.
1cs,5.0,"jul 14th, 2020",Good shit
1cs,5.0,"jul 11th, 2020",FIRE!
1cs,5.0,"jun 28th, 2020",Will always be ordering from Doc. Always been reliable and consistent and great products
1cs,5.0,"jun 19th, 2020",first time this vendor.  good commercial grade concentrate.
1cs,5.0,"jun 17th, 2020",fast and dank af!
1cs,5.0,"jun 13th, 2020",fast and dank af
1cs,5.0,"jun 12th, 2020",They were great. BRB.
1cs,5.0,"jun 10th, 2020",fast and dank af!
1cs,5.0,"may 30th, 2020","Fast Shipping and Great Product, Thanks!!"
1cs,5.0,"may 12th, 2020",Unreal how strong this shit is.
1cs,5.0,"may 12th, 2020",You folks really rock! Carts are great and I'm going to be puffing on it all day and they even threw in a little something extra. So AWESOME! Lightning fast shipping too.
1cs,5.0,"may 10th, 2020",great carts very impressed
1cs,5.0,"may 6th, 2020",fast and dank af!
1cs,5.0,"may 6th, 2020","DGT lemon haze is powerful, tasty"
1cs,5.0,"may 1st, 2020",Good product and fast. Thanks!
1cs,5.0,"apr 30th, 2020","Fast shipping,  great customer service Will use again 
Thank you"
1cs,5.0,"apr 23rd, 2020",Great product and fast shipping!! Thanks!
1cs,5.0,"apr 18th, 2020",Shipped incredibly fast and it's good shit.
1cs,5.0,"apr 18th, 2020",Stealth was on point. Package had a sizable hole during transit and I couldn't smell a thing. Carts were on point. Sativa cart took me by surprise cuz i thought it was the indica. Strong and potent for the price point. Buying again without a doubt. The DOC even threw in extra sativa carts. Has never done me wrong on my orders.
1cs,5.0,"apr 18th, 2020","It's inexpensive, came quickly and gets me baked! Also doesn't burn my throat like some of those carts that are loaded with extra garbage
Definitely recommend"
1cs,5.0,"apr 16th, 2020",Good stuff!
1cs,5.0,"apr 14th, 2020","Pretty good product for the price.. Good quality, just the tank could be a little better length and smaller holes but other than that its a really nice product I would buy again."
